Customer_ID,Customer_Name,Age,Gender,City,Customer_Segment,Account_Type,Tenure_Months,Digital_Engagement_Score,Monthly_Income_Band,Preferred_Channel,Account_Status
FT-C00255,Samuel Ibrahim,57,Female,Abuja,Everyday,Premium,15,94.2,250k-499k,Mobile App,Active
FT-C00256,Ibrahim Adeyemi,18,Male,Enugu,Student,Premium,8,84.2,500k-999k,Mobile App,Active
FT-C00257,Chiamaka Bello,28,Female,Ibadan,Everyday,Premium,38,72.5,500k-999k,Mobile App,Active
FT-C00258,Tunde Okafor,45,Female,Lagos,Premium,Premium,83,69.4,1m+,Mobile App,Active
FT-C00259,David Adebayo,42,Male,Kaduna,Student,Savings,56,65.2,250k-499k,Web,Active
FT-C00260,Emeka Bello,40,Male,Port Harcourt,Everyday,Savings,47,87.9,250k-499k,Mobile App,Active
FT-C00261,Daniel Okafor,48,Female,Abuja,Everyday,Savings,90,67.3,Below 100k,Mobile App,Dormant
FT-C00262,Ada Mohammed,47,Male,Ibadan,Everyday,Premium,10,54.9,250k-499k,Web,Active
FT-C00263,Yusuf Nwosu,59,Male,Lagos,Everyday,Savings,78,84.2,100k-249k,Mobile App,Active
FT-C00264,Amina Ojo,52,Female,Ibadan,Everyday,Savings,49,96.5,100k-249k,Web,Active
FT-C00265,Tunde Usman,24,Male,Port Harcourt,Everyday,Current,41,33.3,100k-249k,Web,Active
FT-C00266,Samuel Usman,33,Female,Abuja,Everyday,Savings,83,100,500k-999k,Mobile App,Active
FT-C00267,Yusuf Garba,43,Female,Kaduna,Premium,Savings,30,49.3,500k-999k,Mobile App,Active
FT-C00268,Mariam Ibrahim,65,Prefer not to say,Port Harcourt,Student,Current,5,50.7,250k-499k,USSD,Active
FT-C00269,Fatima Ojo,19,Female,Lagos,Premium,Savings,95,45.6,250k-499k,Mobile App,Active
FT-C00270,Fatima Ibrahim,18,Male,Abuja,Everyday,Savings,71,68,250k-499k,Web,Active
FT-C00271,Tunde Ojo,65,Male,Enugu,Everyday,Current,83,45,250k-499k,Mobile App,Active
FT-C00272,David Williams,29,Female,Lagos,SME,Current,31,47.2,100k-249k,Mobile App,Active
FT-C00273,Fatima Nwosu,22,Male,Lagos,Premium,Premium,52,55.6,100k-249k,Mobile App,Active
FT-C00274,Fatima Usman,54,Male,Lagos,SME,Savings,88,70.5,100k-249k,Mobile App,Active
FT-C00275,Tunde Mohammed,49,Female,Lagos,Everyday,Savings,23,72.2,250k-499k,Mobile App,Active
FT-C00276,Chiamaka Okafor,26,Male,Benin City,Premium,Current,48,90.3,250k-499k,Web,Active
FT-C00277,Samuel Garba,58,Male,Kano,Premium,Savings,40,89.9,100k-249k,USSD,Active
FT-C00278,Daniel Adebayo,52,Male,Abuja,Everyday,Savings,6,86.4,1m+,Web,Active
FT-C00279,Yusuf Okafor,36,Male,Ibadan,Premium,Current,38,63.3,Below 100k,Mobile App,Active
FT-C00280,Zainab Williams,65,Female,Abuja,Premium,Savings,41,34.9,100k-249k,USSD,Active
FT-C00281,Tunde Mohammed,33,Male,Kaduna,Everyday,Savings,27,34.5,100k-249k,Web,Active
FT-C00282,Emeka Ibrahim,20,Male,Kaduna,Everyday,Savings,75,86.3,Below 100k,USSD,Active
FT-C00283,Grace Ojo,37,Male,Abuja,Student,Savings,69,83.2,100k-249k,Mobile App,Dormant
FT-C00284,Chiamaka Williams,41,Male,Benin City,SME,Savings,57,56.9,100k-249k,Web,Active
FT-C00285,Daniel Garba,50,Male,Kano,Everyday,Savings,17,42.1,250k-499k,Mobile App,Active
FT-C00286,Emeka Williams,41,Male,Lagos,Everyday,Current,71,49.2,100k-249k,Mobile App,Active
FT-C00287,Ada Garba,28,Male,Lagos,Everyday,Premium,91,71.1,250k-499k,USSD,Active
FT-C00288,Emeka Adeyemi,25,Male,Abuja,Student,Savings,47,71.2,250k-499k,Mobile App,Active
FT-C00289,Chiamaka Garba,53,Male,Kano,Everyday,Savings,79,86.8,Below 100k,Mobile App,Active
FT-C00290,Ibrahim Garba,55,Male,Kaduna,SME,Savings,13,59.9,500k-999k,USSD,Active
FT-C00291,David Garba,57,Male,Kano,Everyday,Savings,11,63.6,Below 100k,Mobile App,Active
FT-C00292,Ada Eze,37,Female,Benin City,Everyday,Current,90,88.3,500k-999k,USSD,Active
FT-C00293,Grace Okafor,52,Female,Ibadan,Premium,Current,86,29.7,1m+,Web,Active
FT-C00294,Ibrahim Ibrahim,65,Female,Benin City,Student,Current,92,73.7,100k-249k,Mobile App,Active
FT-C00295,Zainab Adebayo,42,Male,Kano,Premium,Savings,24,62,1m+,Mobile App,Restricted
FT-C00296,Emeka Nwosu,52,Male,Abuja,Everyday,Savings,93,80.8,500k-999k,Web,Active
FT-C00297,Grace Adebayo,42,Male,Port Harcourt,SME,Savings,73,77.2,1m+,Mobile App,Active
FT-C00298,David Eze,46,Female,Benin City,Everyday,Savings,4,55.5,250k-499k,USSD,Active
FT-C00299,Amina Okafor,35,Male,Lagos,SME,Current,46,58.9,100k-249k,USSD,Active
FT-C00300,Daniel Adeyemi,63,Female,Benin City,Everyday,Premium,18,26.6,500k-999k,Mobile App,Active
FT-C00301,Tunde Williams,35,Female,Lagos,Student,Savings,43,81.5,100k-249k,Mobile App,Dormant
FT-C00302,Fatima Ibrahim,19,Male,Port Harcourt,Premium,Current,80,72.3,100k-249k,USSD,Active
FT-C00303,Yusuf Ibrahim,52,Male,Benin City,Everyday,Savings,33,93.2,100k-249k,Mobile App,Active
FT-C00304,Blessing Ojo,33,Female,Lagos,SME,Savings,93,60.8,100k-249k,Mobile App,Active
FT-C00305,Mariam Nwosu,58,Female,Lagos,Everyday,Savings,10,84.5,250k-499k,Web,Active
FT-C00306,Chiamaka Ojo,53,Female,Abuja,Everyday,Savings,73,48.7,250k-499k,USSD,Active
FT-C00307,Daniel Bello,50,Female,Enugu,Premium,Savings,59,19.3,1m+,Web,Active
FT-C00308,Emeka Okafor,21,Male,Lagos,Everyday,Current,31,66.3,Below 100k,Mobile App,Active
FT-C00309,Ibrahim Williams,50,Female,Enugu,Premium,Premium,28,57.8,1m+,Web,Active
FT-C00310,Tunde Adeyemi,31,Male,Lagos,Everyday,Savings,60,49.1,1m+,Web,Active
FT-C00311,Amina Mohammed,38,Male,Kaduna,Everyday,Savings,3,84.2,Below 100k,USSD,Active
FT-C00312,Yusuf Eze,65,Female,Kaduna,Everyday,Premium,55,89.7,100k-249k,USSD,Restricted
FT-C00313,Chiamaka Ojo,37,Female,Port Harcourt,Everyday,Current,14,69.9,500k-999k,Mobile App,Active
FT-C00314,Samuel Ojo,25,Female,Port Harcourt,Everyday,Current,58,64.7,250k-499k,Web,Active
FT-C00315,David Bello,24,Female,Abuja,Student,Savings,89,69.1,500k-999k,USSD,Dormant
FT-C00316,Daniel Eze,20,Female,Ibadan,SME,Premium,15,56.2,250k-499k,Mobile App,Active
FT-C00317,David Adebayo,34,Male,Lagos,Student,Savings,2,78.1,250k-499k,Mobile App,Active
FT-C00318,Grace Bello,50,Female,Lagos,Everyday,Current,24,40.3,Below 100k,USSD,Active
FT-C00319,Grace Eze,65,Male,Lagos,Everyday,Savings,78,48.7,250k-499k,Mobile App,Dormant
FT-C00320,Amina Eze,29,Female,Abuja,Everyday,Current,64,53.8,Below 100k,Mobile App,Active
FT-C00321,Blessing Williams,39,Male,Lagos,Everyday,Savings,71,77.7,250k-499k,Mobile App,Active
FT-C00322,David Garba,39,Male,Ibadan,Premium,Savings,24,62.6,500k-999k,Mobile App,Active
FT-C00323,Mariam Okafor,63,Male,Kaduna,Everyday,Savings,27,92.5,250k-499k,Mobile App,Active
FT-C00324,Chiamaka Adebayo,47,Male,Abuja,Everyday,Savings,37,82.5,1m+,Mobile App,Active
FT-C00325,Grace Eze,55,Male,Port Harcourt,SME,Current,94,53.6,100k-249k,USSD,Active
FT-C00326,Yusuf Nwosu,55,Male,Abuja,Premium,Premium,91,79.4,500k-999k,Web,Active
FT-C00327,Daniel Bello,62,Male,Benin City,Everyday,Premium,39,60.7,250k-499k,Web,Active
FT-C00328,Ada Adeyemi,25,Male,Enugu,Everyday,Savings,63,76.5,1m+,Mobile App,Active
FT-C00329,Amina Williams,44,Female,Enugu,Everyday,Current,79,83.3,250k-499k,Web,Active
FT-C00330,Blessing Bello,44,Female,Kaduna,SME,Current,26,88.1,Below 100k,Web,Active
FT-C00331,Fatima Garba,51,Male,Lagos,Everyday,Savings,65,71.6,1m+,Web,Active
FT-C00332,Fatima Adebayo,38,Male,Benin City,Everyday,Savings,4,96.8,250k-499k,Mobile App,Active
FT-C00333,Amina Eze,47,Male,Kano,Everyday,Current,29,75.9,Below 100k,Mobile App,Active
FT-C00334,Zainab Usman,50,Male,Lagos,Premium,Premium,1,70.4,250k-499k,Web,Dormant
FT-C00335,Ada Ojo,45,Prefer not to say,Kaduna,Everyday,Current,50,62.6,500k-999k,Web,Active
FT-C00336,Fatima Okafor,64,Female,Lagos,Student,Savings,86,56.6,250k-499k,Web,Active
FT-C00337,Emeka Bello,50,Female,Ibadan,Student,Savings,11,75.6,100k-249k,Mobile App,Active
FT-C00338,Yusuf Ibrahim,22,Female,Lagos,Student,Savings,74,69.8,500k-999k,Mobile App,Active
FT-C00339,Ibrahim Nwosu,65,Female,Abuja,Everyday,Current,59,72.7,500k-999k,Web,Dormant
FT-C00340,Blessing Garba,36,Male,Kano,Student,Current,62,76.7,250k-499k,Mobile App,Active
FT-C00341,Emeka Okafor,21,Female,Port Harcourt,Premium,Savings,81,72.6,Below 100k,Web,Active
FT-C00342,Emeka Usman,52,Male,Abuja,Everyday,Premium,36,100,100k-249k,USSD,Active
FT-C00343,David Eze,34,Female,Lagos,Premium,Savings,56,58.5,500k-999k,Web,Active
FT-C00344,Ibrahim Ibrahim,61,Male,Benin City,Everyday,Premium,90,75.8,500k-999k,Mobile App,Active
FT-C00345,David Adebayo,45,Male,Lagos,Everyday,Savings,21,63.9,100k-249k,Mobile App,Active
FT-C00346,Zainab Nwosu,47,Female,Abuja,Student,Savings,13,23.7,100k-249k,Web,Active
FT-C00347,Ada Williams,46,Male,Enugu,Everyday,Savings,9,64.5,Below 100k,USSD,Active
FT-C00348,Ada Bello,63,Female,Benin City,Premium,Savings,11,51.1,250k-499k,Mobile App,Active
FT-C00349,Ibrahim Usman,23,Female,Abuja,Everyday,Savings,75,66.8,Below 100k,Mobile App,Active
FT-C00350,Blessing Adebayo,52,Female,Kano,SME,Savings,70,67.5,Below 100k,Mobile App,Active
FT-C00351,Ada Garba,58,Female,Benin City,SME,Savings,1,74.9,Below 100k,Web,Active
FT-C00352,Amina Bello,54,Female,Enugu,SME,Current,70,58.5,250k-499k,Web,Active
FT-C00353,Blessing Garba,41,Male,Port Harcourt,Everyday,Savings,77,60.7,100k-249k,USSD,Active
FT-C00354,Zainab Adeyemi,46,Male,Lagos,Everyday,Savings,86,80.6,100k-249k,Mobile App,Active
FT-C00355,Daniel Adebayo,63,Male,Lagos,Premium,Savings,56,53.4,1m+,Web,Active
FT-C00356,Grace Garba,48,Female,Lagos,Everyday,Current,31,34.9,100k-249k,Mobile App,Active
FT-C00357,Ada Garba,52,Male,Port Harcourt,Everyday,Savings,86,70.8,100k-249k,Mobile App,Active
FT-C00358,Yusuf Mohammed,50,Female,Lagos,Premium,Premium,37,87.3,1m+,Web,Active
FT-C00359,Ibrahim Okafor,38,Female,Ibadan,Premium,Current,47,80.4,100k-249k,Mobile App,Active
FT-C00360,Samuel Williams,49,Male,Abuja,SME,Savings,91,71.2,250k-499k,Mobile App,Active
FT-C00361,Emeka Adeyemi,40,Female,Lagos,Everyday,Savings,78,90.5,Below 100k,Web,Active
FT-C00362,Daniel Okafor,50,Male,Enugu,Everyday,Savings,47,87.5,500k-999k,Mobile App,Active
FT-C00363,Ibrahim Mohammed,20,Male,Abuja,Everyday,Savings,69,62,100k-249k,Mobile App,Active
FT-C00364,Blessing Eze,35,Female,Lagos,SME,Premium,58,72.5,500k-999k,Mobile App,Active
FT-C00365,Ibrahim Ibrahim,42,Female,Benin City,Student,Premium,36,73.2,100k-249k,Mobile App,Active
FT-C00366,Zainab Williams,59,Female,Lagos,Student,Savings,32,66.4,100k-249k,USSD,Dormant
FT-C00367,Fatima Adeyemi,48,Male,Kano,SME,Savings,64,88.4,500k-999k,Mobile App,Active
FT-C00368,Yusuf Williams,20,Female,Kano,Premium,Current,71,65.3,1m+,Web,Active
FT-C00369,Daniel Ibrahim,57,Female,Abuja,Everyday,Current,42,59,Below 100k,Mobile App,Active
FT-C00370,Mariam Okafor,63,Female,Benin City,Everyday,Savings,48,21.4,500k-999k,Mobile App,Active
FT-C00371,Tunde Okafor,41,Male,Port Harcourt,Premium,Savings,74,53.6,100k-249k,Mobile App,Active
FT-C00372,Ibrahim Usman,49,Female,Abuja,Everyday,Savings,81,44.3,250k-499k,USSD,Active
FT-C00373,Yusuf Garba,64,Female,Lagos,Everyday,Current,30,67.3,100k-249k,Mobile App,Active
FT-C00374,Emeka Mohammed,39,Male,Lagos,SME,Savings,21,45.4,250k-499k,Web,Active
FT-C00375,Mariam Adebayo,40,Male,Kaduna,SME,Savings,60,79,100k-249k,Mobile App,Active
FT-C00376,Tunde Williams,19,Female,Abuja,Student,Premium,13,88,100k-249k,USSD,Active
FT-C00377,Emeka Williams,44,Female,Port Harcourt,Student,Current,1,67.4,Below 100k,Web,Active
FT-C00378,Blessing Ibrahim,59,Female,Port Harcourt,Student,Premium,65,50.3,Below 100k,Web,Active
FT-C00379,Tunde Nwosu,19,Male,Port Harcourt,Everyday,Savings,33,73.2,1m+,USSD,Dormant
FT-C00380,Grace Garba,43,Female,Lagos,Everyday,Savings,38,100,1m+,Web,Active
FT-C00381,Samuel Mohammed,34,Male,Abuja,Student,Premium,25,96.5,500k-999k,Web,Dormant
FT-C00382,Yusuf Usman,57,Male,Kano,Student,Savings,26,42.7,100k-249k,Mobile App,Active
FT-C00383,Zainab Adeyemi,50,Male,Lagos,Everyday,Savings,77,42,100k-249k,Mobile App,Active
FT-C00384,Grace Bello,26,Female,Lagos,SME,Savings,59,37.4,500k-999k,Mobile App,Active
FT-C00385,Blessing Adeyemi,60,Male,Lagos,Everyday,Savings,92,47.5,1m+,Mobile App,Active
FT-C00386,Grace Ibrahim,65,Male,Abuja,Everyday,Savings,33,72.5,100k-249k,Mobile App,Active
FT-C00387,Tunde Eze,56,Male,Enugu,Student,Premium,41,58,500k-999k,Mobile App,Restricted
FT-C00388,Chiamaka Garba,46,Female,Lagos,Everyday,Premium,30,52.9,1m+,Mobile App,Active
FT-C00389,Ibrahim Bello,59,Prefer not to say,Lagos,Everyday,Premium,57,86.7,500k-999k,Web,Active
FT-C00390,Fatima Okafor,43,Female,Lagos,Everyday,Savings,49,77.5,100k-249k,Mobile App,Active
FT-C00391,Mariam Mohammed,52,Female,Kano,Student,Savings,48,37.3,Below 100k,USSD,Active
FT-C00392,Ibrahim Okafor,42,Female,Ibadan,Everyday,Savings,72,85.7,250k-499k,USSD,Active
FT-C00393,Amina Eze,41,Male,Abuja,Premium,Premium,49,77.1,250k-499k,USSD,Active
FT-C00394,Blessing Eze,30,Female,Kano,Premium,Savings,47,77.5,100k-249k,Mobile App,Active
FT-C00395,Zainab Williams,24,Female,Ibadan,Everyday,Current,56,57.7,100k-249k,Mobile App,Dormant
FT-C00396,Yusuf Garba,53,Female,Enugu,SME,Current,65,64.6,500k-999k,USSD,Active
FT-C00397,Ibrahim Usman,62,Female,Benin City,Everyday,Savings,12,32.5,250k-499k,USSD,Active
FT-C00398,Ibrahim Williams,37,Male,Lagos,SME,Savings,69,83.6,100k-249k,Web,Active
FT-C00399,Tunde Eze,18,Male,Lagos,Premium,Premium,88,50,250k-499k,Mobile App,Active
FT-C00400,Grace Adebayo,25,Female,Lagos,SME,Premium,6,52.3,250k-499k,Mobile App,Active
FT-C00401,Mariam Eze,63,Female,Lagos,Everyday,Savings,89,52.1,500k-999k,Web,Active
FT-C00402,Mariam Bello,33,Male,Kaduna,Premium,Savings,65,100,Below 100k,Mobile App,Active
FT-C00403,Grace Garba,31,Female,Abuja,Everyday,Premium,25,56,500k-999k,Web,Active
FT-C00404,Blessing Adeyemi,29,Female,Lagos,Everyday,Savings,1,85,250k-499k,Web,Active
FT-C00405,Ada Garba,40,Prefer not to say,Kano,Premium,Savings,32,67.6,Below 100k,Web,Active
FT-C00406,Emeka Adebayo,32,Male,Port Harcourt,Everyday,Savings,3,53.1,500k-999k,Mobile App,Active
FT-C00407,Mariam Bello,45,Female,Lagos,Premium,Savings,49,49.8,100k-249k,Mobile App,Active
FT-C00408,Ada Adebayo,51,Male,Abuja,Everyday,Savings,19,56.7,100k-249k,USSD,Active
FT-C00409,David Eze,19,Female,Abuja,Everyday,Savings,60,66.7,100k-249k,Mobile App,Active
FT-C00410,Tunde Mohammed,49,Male,Kano,Student,Savings,29,78.8,100k-249k,Web,Active
FT-C00411,Fatima Bello,40,Female,Lagos,Everyday,Savings,50,59.5,100k-249k,Web,Active
FT-C00412,Tunde Okafor,39,Female,Lagos,Premium,Premium,2,58.8,500k-999k,Web,Active
FT-C00413,Samuel Nwosu,42,Female,Port Harcourt,Premium,Current,73,52.1,Below 100k,Web,Active
FT-C00414,Tunde Ibrahim,39,Male,Lagos,SME,Current,56,46.5,1m+,Mobile App,Active
FT-C00415,Amina Williams,39,Male,Ibadan,Everyday,Current,17,45,250k-499k,Mobile App,Active
FT-C00416,Mariam Okafor,59,Female,Abuja,Student,Savings,60,85.8,100k-249k,Mobile App,Active
FT-C00417,Yusuf Adebayo,23,Female,Abuja,SME,Savings,36,58.5,Below 100k,Mobile App,Active
FT-C00418,Blessing Nwosu,32,Male,Kaduna,Student,Premium,61,60.1,250k-499k,Mobile App,Active
FT-C00419,Ada Adeyemi,60,Female,Ibadan,Premium,Savings,17,56,250k-499k,Mobile App,Active
FT-C00420,Zainab Garba,54,Female,Lagos,Premium,Savings,49,62.3,Below 100k,USSD,Active
FT-C00421,Tunde Mohammed,50,Male,Port Harcourt,Student,Current,76,74.7,100k-249k,Mobile App,Active
FT-C00422,David Williams,25,Female,Kano,Premium,Savings,60,59.2,500k-999k,Mobile App,Dormant
FT-C00423,Grace Eze,61,Male,Kano,Everyday,Savings,20,71.3,Below 100k,Mobile App,Active
FT-C00424,Grace Ojo,61,Prefer not to say,Lagos,Everyday,Premium,50,93.5,500k-999k,Web,Active
FT-C00425,Ibrahim Okafor,22,Female,Kaduna,Student,Premium,3,53.2,250k-499k,Mobile App,Active
FT-C00426,Mariam Garba,56,Female,Abuja,Everyday,Savings,43,60.1,100k-249k,Mobile App,Active
FT-C00427,David Ojo,21,Female,Lagos,Student,Premium,57,79.5,100k-249k,Mobile App,Active
FT-C00428,Tunde Adebayo,23,Male,Lagos,Everyday,Current,50,95,Below 100k,Web,Active
FT-C00429,Fatima Adebayo,62,Male,Lagos,Premium,Current,68,45.6,500k-999k,USSD,Active
FT-C00430,Amina Usman,49,Male,Benin City,Everyday,Savings,81,37.4,Below 100k,USSD,Active
FT-C00431,Amina Bello,47,Female,Lagos,Everyday,Savings,50,68,100k-249k,Mobile App,Active
FT-C00432,Emeka Garba,64,Male,Lagos,SME,Current,37,66.1,250k-499k,Web,Active
FT-C00433,Samuel Okafor,52,Male,Benin City,SME,Premium,46,80.6,100k-249k,Mobile App,Active
FT-C00434,Blessing Okafor,57,Male,Abuja,Premium,Current,42,77.9,250k-499k,Mobile App,Active
FT-C00435,Grace Eze,33,Male,Lagos,Everyday,Savings,15,67.4,500k-999k,Mobile App,Active
FT-C00436,Samuel Mohammed,30,Male,Lagos,Student,Savings,33,86.9,250k-499k,Mobile App,Active
FT-C00437,Chiamaka Nwosu,59,Male,Lagos,Premium,Current,80,55.7,1m+,Web,Dormant
FT-C00438,Ada Nwosu,47,Male,Lagos,Premium,Savings,11,71.8,500k-999k,Mobile App,Active
FT-C00439,Grace Adeyemi,36,Female,Ibadan,Everyday,Savings,20,46.1,100k-249k,Mobile App,Active
FT-C00440,Emeka Garba,34,Female,Lagos,Premium,Savings,24,67.2,100k-249k,Mobile App,Active
FT-C00441,Grace Ibrahim,36,Male,Lagos,Student,Savings,64,41.7,100k-249k,Mobile App,Active
FT-C00442,Ibrahim Ojo,45,Female,Kano,SME,Current,80,47.9,250k-499k,Web,Active
FT-C00443,Fatima Bello,43,Male,Ibadan,Everyday,Current,94,98.8,100k-249k,Web,Active
FT-C00444,Samuel Bello,54,Prefer not to say,Abuja,Student,Savings,65,35.2,1m+,Web,Active
FT-C00445,Grace Usman,43,Male,Port Harcourt,Premium,Savings,88,64.1,250k-499k,Mobile App,Active
FT-C00446,Amina Eze,40,Female,Lagos,Everyday,Current,88,82.9,100k-249k,Mobile App,Active
FT-C00447,Amina Okafor,26,Female,Abuja,Everyday,Savings,73,100,250k-499k,Mobile App,Active
FT-C00448,Chiamaka Bello,29,Female,Port Harcourt,Everyday,Savings,86,71.2,100k-249k,USSD,Active
FT-C00449,Ibrahim Bello,18,Male,Abuja,Everyday,Premium,76,72.2,500k-999k,USSD,Active
FT-C00450,Grace Garba,18,Male,Enugu,Everyday,Savings,17,68.7,250k-499k,Web,Active
FT-C00451,Mariam Ibrahim,64,Male,Lagos,Student,Premium,89,87,Below 100k,Mobile App,Active
FT-C00452,Emeka Okafor,51,Female,Kano,Student,Savings,92,75.8,Below 100k,Mobile App,Active
FT-C00453,Emeka Ojo,49,Male,Lagos,Premium,Savings,61,57.6,500k-999k,Mobile App,Dormant
FT-C00454,Amina Ojo,65,Male,Benin City,SME,Savings,15,88.1,250k-499k,USSD,Active
FT-C00455,Amina Williams,42,Female,Ibadan,Everyday,Premium,94,59.7,1m+,Web,Active
FT-C00456,Amina Usman,57,Male,Benin City,Everyday,Savings,51,39.2,Below 100k,USSD,Active
FT-C00457,Blessing Adebayo,62,Female,Lagos,Premium,Savings,27,39.3,100k-249k,Mobile App,Active
FT-C00458,Yusuf Okafor,18,Female,Port Harcourt,Everyday,Premium,86,64.4,100k-249k,Mobile App,Active
FT-C00459,Daniel Adeyemi,33,Male,Port Harcourt,Everyday,Savings,74,69.9,250k-499k,Mobile App,Active
FT-C00460,Daniel Mohammed,56,Female,Kano,Everyday,Savings,61,85.2,100k-249k,Mobile App,Active
FT-C00461,Ibrahim Adebayo,22,Male,Port Harcourt,Everyday,Savings,58,79.5,Below 100k,Mobile App,Active
FT-C00462,Amina Nwosu,39,Male,Port Harcourt,Student,Current,31,69.4,250k-499k,Mobile App,Active
FT-C00463,Blessing Ibrahim,46,Male,Abuja,Everyday,Savings,91,86.2,250k-499k,Web,Active
FT-C00464,Zainab Ojo,20,Female,Lagos,Premium,Savings,12,68.2,100k-249k,Web,Active
FT-C00465,Tunde Usman,29,Male,Abuja,Everyday,Savings,46,44.8,250k-499k,Mobile App,Active
FT-C00466,Tunde Ojo,43,Male,Lagos,Student,Savings,31,40.8,500k-999k,Mobile App,Active
FT-C00467,Chiamaka Ojo,33,Male,Kaduna,Everyday,Premium,32,91,100k-249k,Mobile App,Active
FT-C00468,Ibrahim Nwosu,54,Female,Kano,Student,Premium,32,27.6,100k-249k,Web,Active
FT-C00469,Fatima Okafor,39,Female,Kaduna,Everyday,Current,53,64.4,100k-249k,Mobile App,Active
FT-C00470,Samuel Mohammed,46,Male,Lagos,Everyday,Current,61,100,500k-999k,Mobile App,Active
FT-C00471,Emeka Okafor,31,Female,Enugu,Premium,Current,46,76.3,500k-999k,USSD,Active
FT-C00472,Emeka Williams,45,Male,Benin City,Everyday,Savings,85,64.2,100k-249k,Mobile App,Active
FT-C00473,Amina Usman,22,Male,Ibadan,Everyday,Current,74,37.7,100k-249k,Mobile App,Active
FT-C00474,Samuel Bello,64,Male,Ibadan,Everyday,Savings,80,97.1,500k-999k,Web,Active
FT-C00475,Daniel Williams,47,Male,Lagos,SME,Savings,7,89.8,1m+,Web,Active
FT-C00476,Samuel Bello,63,Male,Benin City,Everyday,Current,4,80.3,250k-499k,Web,Active
FT-C00477,Amina Nwosu,22,Male,Port Harcourt,Student,Savings,91,68,1m+,Mobile App,Active
FT-C00478,Yusuf Bello,29,Male,Lagos,Everyday,Premium,52,78.3,250k-499k,Mobile App,Active
FT-C00479,Grace Bello,33,Male,Lagos,Everyday,Savings,89,65.3,500k-999k,Web,Active
FT-C00480,Tunde Usman,43,Female,Kaduna,Everyday,Current,31,50.5,100k-249k,Mobile App,Active
FT-C00481,Fatima Adeyemi,43,Female,Benin City,SME,Savings,75,85.2,100k-249k,Web,Active
FT-C00482,Amina Williams,65,Male,Kaduna,Everyday,Current,84,67.1,Below 100k,USSD,Active
FT-C00483,Ibrahim Ojo,38,Female,Ibadan,Everyday,Current,36,77.4,500k-999k,USSD,Active
FT-C00484,Fatima Mohammed,56,Female,Lagos,Everyday,Savings,54,65.8,1m+,Mobile App,Active
FT-C00485,Fatima Ibrahim,53,Female,Lagos,Everyday,Savings,54,76.3,250k-499k,Mobile App,Active
FT-C00486,Chiamaka Garba,50,Male,Lagos,Everyday,Savings,17,67.7,100k-249k,Mobile App,Active
FT-C00487,Tunde Bello,47,Male,Lagos,Premium,Savings,75,66.3,Below 100k,Web,Active
FT-C00488,Blessing Bello,54,Male,Abuja,Everyday,Current,30,68.5,100k-249k,Mobile App,Active
FT-C00489,Ibrahim Adebayo,40,Male,Lagos,Everyday,Premium,22,100,100k-249k,Mobile App,Active
FT-C00490,Daniel Ibrahim,27,Male,Abuja,Student,Savings,43,82.4,250k-499k,Mobile App,Active
FT-C00491,Samuel Bello,22,Female,Kaduna,Everyday,Current,27,100,1m+,Mobile App,Active
FT-C00492,Fatima Adeyemi,53,Male,Abuja,Everyday,Premium,37,67.9,Below 100k,Mobile App,Active
FT-C00493,Amina Nwosu,51,Female,Enugu,Everyday,Savings,46,62.4,Below 100k,Mobile App,Active
FT-C00494,Amina Mohammed,48,Male,Ibadan,Premium,Current,35,48.7,250k-499k,Web,Active
FT-C00495,Chiamaka Williams,27,Male,Lagos,Everyday,Current,4,96.9,100k-249k,Mobile App,Active
FT-C00496,Emeka Eze,36,Female,Abuja,Premium,Savings,80,51.7,500k-999k,Mobile App,Active
FT-C00497,Tunde Garba,49,Female,Lagos,Everyday,Savings,80,100,100k-249k,Web,Active
FT-C00498,Daniel Adebayo,18,Female,Lagos,Premium,Savings,85,49.7,100k-249k,Web,Active
FT-C00499,Zainab Okafor,22,Female,Ibadan,Everyday,Premium,26,84,100k-249k,Mobile App,Active
FT-C00500,Zainab Usman,62,Female,Lagos,Premium,Premium,19,39.4,Below 100k,Mobile App,Active
FT-C00501,Amina Okafor,21,Male,Lagos,Student,Current,81,60,250k-499k,Web,Active
FT-C00502,Amina Williams,33,Male,Abuja,Premium,Savings,45,68.4,Below 100k,Mobile App,Active
FT-C00503,Ibrahim Garba,41,Male,Kaduna,Everyday,Savings,26,57.2,100k-249k,Mobile App,Active
FT-C00504,Fatima Eze,33,Male,Kano,Everyday,Savings,22,65,250k-499k,Mobile App,Active
FT-C00505,Ada Williams,19,Male,Kano,Everyday,Savings,58,65,Below 100k,Mobile App,Active
FT-C00506,Zainab Williams,45,Male,Lagos,Everyday,Current,63,82.5,Below 100k,Mobile App,Active
FT-C00507,Ibrahim Adeyemi,49,Female,Kano,Everyday,Premium,28,30.4,250k-499k,USSD,Active
FT-C00508,Emeka Adeyemi,44,Male,Kano,Student,Premium,65,57.9,250k-499k,Web,Active
FT-C00509,David Eze,37,Female,Ibadan,Everyday,Current,44,90.6,1m+,Mobile App,Active
FT-C00510,David Usman,41,Prefer not to say,Kaduna,Everyday,Savings,43,78.1,Below 100k,Mobile App,Active
FT-C00511,Blessing Adebayo,29,Male,Lagos,Premium,Savings,37,90.9,Below 100k,Mobile App,Active
